model,params [K],sipeed_latency [ms],kmodel_memory [KB],cpu_latency [ms],accuracy,token_sequence,length,model_info
model_0011,859.35,144.1,1000.06,114.44,0.5,"[39, 40, 15, 30, 31, 9, 16, 6, 6, 13, 15, 13, 23, 49]",14,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""2"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""5"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""6"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""7"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""8"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""9"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""10"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""11"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""12"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""13"": [""end"", 0.001, 2, ""softmax""]}"
model_0012,1199.522,,0.0,176.97,,"[20, 16, 17, 13, 29, 23, 1, 32, 40, 9, 12, 34, 42, 27, 20, 1, 43, 12, 18, 32, 49]",21,"{""0"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""1"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""2"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""3"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""5"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""6"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""9"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""10"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""12"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""14"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""15"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""16"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""17"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""18"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""19"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""20"": [""end"", 0.001, 2, ""softmax""]}"
model_0013,2496.8920000000007,,0.0,272.22,,"[38, 22, 17, 3, 17, 46, 17, 15, 20, 46, 14, 27, 40, 11, 39, 27, 17, 23, 32, 44, 38, 9, 39, 23, 44, 49]",26,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""2"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""3"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""5"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""6"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""7"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""8"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""9"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""10"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""12"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""13"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""15"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""16"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""17"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""18"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""19"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""20"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""21"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""22"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""23"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""24"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""25"": [""end"", 0.001, 2, ""softmax""]}"
model_0014,1936.642,,0.0,298.44,,"[23, 18, 15, 26, 13, 22, 36, 44, 30, 26, 11, 43, 27, 31, 19, 12, 42, 29, 28, 38, 22, 36, 16, 11, 12, 12, 10, 26, 44, 47, 49]",31,"{""0"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""1"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""2"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""5"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""7"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""10"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""11"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""12"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""14"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""15"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""17"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""18"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""19"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""20"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""21"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""22"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""23"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""24"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""25"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""26"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""27"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""28"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""29"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""30"": [""end"", 0.001, 2, ""softmax""]}"
model_0015,1024.002,,0.0,120.25,,"[24, 33, 21, 14, 44, 43, 28, 41, 22, 31, 15, 49]",12,"{""0"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""2"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""3"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""4"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""5"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""7"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""8"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""10"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""11"": [""end"", 0.001, 2, ""softmax""]}"
model_0016,1049.73,,0.0,134.08,,"[13, 31, 10, 40, 1, 7, 44, 27, 3, 26, 20, 29, 19, 16, 2, 42, 26, 20, 1, 17, 3, 11, 2, 49]",24,"{""0"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""2"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""4"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""5"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""6"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""8"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""10"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""12"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""13"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""14"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""15"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""17"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""18"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""19"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""20"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""21"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""22"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""23"": [""end"", 0.001, 2, ""softmax""]}"
model_0017,463.792,73.9,254.08,106.45,0.5,"[36, 47, 31, 37, 16, 30, 20, 44, 31, 11, 29, 3, 49]",13,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""2"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""4"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""7"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""9"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""12"": [""end"", 0.001, 2, ""softmax""]}"
model_0018,113.57,258.54,1016.32,116.45,0.5,"[14, 37, 34, 42, 48, 4, 31, 36, 40, 32, 22, 45, 4, 26, 1, 33, 4, 49]",18,"{""0"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""3"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""4"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""5"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""9"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""10"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""11"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""12"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""14"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""15"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""16"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""17"": [""end"", 0.001, 2, ""softmax""]}"
model_0019,1612.13,,0.0,242.54,,"[17, 45, 17, 3, 18, 4, 14, 39, 33, 13, 46, 9, 8, 2, 19, 10, 42, 32, 16, 44, 19, 20, 1, 23, 8, 23, 5, 49]",28,"{""0"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""1"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""2"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""3"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""4"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""5"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""6"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""9"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""10"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""11"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""12"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""13"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""14"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""15"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""17"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""18"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""19"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""20"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""21"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""22"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""23"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""24"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""25"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""26"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""27"": [""end"", 0.001, 2, ""softmax""]}"
model_0020,1117.094,0.0,528.45,123.52,,"[25, 35, 12, 47, 33, 4, 24, 37, 16, 20, 21, 49]",12,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""2"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""3"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""5"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""6"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""8"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""9"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""10"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""11"": [""end"", 0.001, 2, ""softmax""]}"
model_0021,764.172,0.0,2064.64,139.97,,"[29, 11, 25, 40, 27, 48, 8, 29, 38, 36, 5, 18, 16, 37, 6, 5, 35, 26, 8, 24, 21, 49]",22,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""3"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""5"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""6"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""10"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""11"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""12"": [""Conv2D"", 128, [3, 3], [2, 2], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""14"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""15"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""17"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""18"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""19"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""20"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""21"": [""end"", 0.001, 2, ""softmax""]}"
model_0022,487.554,0.0,2064.38,122.31,,"[18, 28, 8, 3, 38, 8, 28, 11, 23, 33, 4, 44, 48, 32, 38, 42, 43, 49]",18,"{""0"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""1"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""2"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""3"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""5"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""7"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""8"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""10"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""11"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""12"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""13"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""15"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""16"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""17"": [""end"", 0.001, 2, ""softmax""]}"
model_0023,988.812,381.81,655.36,131.82,0.5,"[27, 7, 30, 47, 40, 47, 12, 25, 10, 19, 42, 26, 36, 5, 44, 22, 11, 12, 23, 36, 17, 1, 3, 49]",24,"{""0"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""1"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""3"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""5"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""6"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""8"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""9"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""12"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""13"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""14"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""15"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""16"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""17"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""18"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""19"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""20"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""21"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""22"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""23"": [""end"", 0.001, 2, ""softmax""]}"
model_0024,3043.772,381.81,61.06,132.76,0.5,"[40, 12, 3, 26, 41, 27, 42, 33, 31, 33, 22, 21, 24, 7, 19, 18, 39, 18, 13, 49]",20,"{""0"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""1"": [""Conv2D"", 64, [3, 3], [2, 2], ""same""], ""2"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""8"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""9"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""10"": [""Conv2D"", 512, [1, 1], [2, 2], ""same""], ""11"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""12"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""13"": [""Conv2D"", 32, [3, 3], [1, 1], ""same""], ""14"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""15"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""16"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""17"": [""Conv2D"", 256, [1, 1], [2, 2], ""same""], ""18"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""19"": [""end"", 0.001, 2, ""softmax""]}"
model_0025,3097.474,,0.0,494.56,,"[9, 13, 21, 27, 32, 11, 28, 46, 25, 26, 10, 23, 23, 34, 26, 42, 45, 47, 26, 30, 28, 49]",22,"{""0"": [""Conv2D"", 64, [1, 1], [1, 1], ""same""], ""1"": [""Conv2D"", 128, [1, 1], [1, 1], ""same""], ""2"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""3"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""5"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""6"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""7"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""8"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""9"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""10"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""11"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""12"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""15"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""16"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""17"": [""ZeroPadding2D"", [[1, 1], [1, 1]]], ""18"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""19"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""20"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""21"": [""end"", 0.001, 2, ""softmax""]}"
model_0026,940.61,,0.0,547.56,,"[17, 19, 4, 2, 40, 1, 24, 6, 11, 8, 15, 46, 21, 3, 49]",15,"{""0"": [""Conv2D"", 256, [1, 1], [1, 1], ""same""], ""1"": [""Conv2D"", 256, [3, 3], [1, 1], ""same""], ""2"": [""Conv2D"", 16, [3, 3], [2, 2], ""same""], ""3"": [""Conv2D"", 16, [1, 1], [2, 2], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""5"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""6"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""7"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""8"": [""Conv2D"", 64, [3, 3], [1, 1], ""same""], ""9"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""10"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""11"": [""ZeroPadding2D"", [[1, 0], [1, 0]]], ""12"": [""Conv2D"", 512, [1, 1], [1, 1], ""same""], ""13"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""14"": [""end"", 0.001, 2, ""softmax""]}"
model_0027,1499.6660000000004,,0.0,141.85,,"[3, 45, 32, 5, 29, 27, 24, 28, 20, 3, 38, 14, 38, 33, 29, 8, 10, 15, 49]",19,"{""0"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""1"": [""ZeroPadding2D"", [[0, 1], [0, 1]]], ""2"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""3"": [""Conv2D"", 32, [1, 1], [1, 1], ""same""], ""4"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""5"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""6"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""7"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""valid""], ""8"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""9"": [""Conv2D"", 16, [3, 3], [1, 1], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""12"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""13"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""15"": [""Conv2D"", 32, [3, 3], [2, 2], ""same""], ""16"": [""Conv2D"", 64, [1, 1], [2, 2], ""same""], ""17"": [""Conv2D"", 128, [3, 3], [1, 1], ""same""], ""18"": [""end"", 0.001, 2, ""softmax""]}"
model_0028,677.02,158.05,1000.45,119.62,0.5,"[40, 24, 30, 48, 31, 6, 24, 1, 23, 32, 35, 29, 38, 14, 30, 27, 20, 49]",18,"{""0"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""1"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""2"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""3"": [""ZeroPadding2D"", [[0, 0], [0, 0]]], ""4"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""valid""], ""5"": [""Conv2D"", 32, [1, 1], [2, 2], ""same""], ""6"": [""Conv2D"", 512, [3, 3], [2, 2], ""same""], ""7"": [""Conv2D"", 16, [1, 1], [1, 1], ""same""], ""8"": [""Conv2D"", 512, [3, 3], [1, 1], ""same""], ""9"": [""DepthwiseConv2D"", [3, 3], [2, 2], ""same""], ""10"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""11"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""12"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""13"": [""Conv2D"", 128, [1, 1], [2, 2], ""same""], ""14"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""15"": [""DepthwiseConv2D"", [3, 3], [1, 1], ""same""], ""16"": [""Conv2D"", 256, [3, 3], [2, 2], ""same""], ""17"": [""end"", 0.001, 2, ""softmax""]}"
